chr,acc,locus_tag,old_locus_tag,length_nt,start,end,strand,type,annotation
NC_013966.1,WP_004043370.1,HVO_RS02170,HVO_A0065,2154,57789,59942,-,protein_coding,type B DNA-directed DNA polymerase
NC_013964.1,WP_004041104.1,HVO_RS00240,HVO_B0050,3855,58168,62022,-,protein_coding,cobaltochelatase subunit CobN
NC_013967.1,WP_004045088.1,HVO_RS04990,HVO_0060,1440,58588,60027,-,protein_coding,ABC transporter permease
NC_013968.1,NA,HVO_RS19515,HVO_C0058,979,59217,60195,-,pseudogene,IS1595-like element ISHvo6 family transposase
NC_013966.1,WP_004043369.1,HVO_RS02175,HVO_A0066,1287,59944,61230,-,protein_coding,RNA-guided endonuclease TnpB family protein
NC_013967.1,WP_004045089.1,HVO_RS04995,HVO_0061,1050,60034,61083,-,protein_coding,ABC transporter permease
NC_013968.1,WP_013035700.1,HVO_RS19520,HVO_C0060,300,60310,60609,+,protein_coding,ribbon-helix-helix domain-containing protein
NC_013968.1,WP_004043316.1,HVO_RS19525,HVO_C0061,225,60648,60872,+,protein_coding,type II toxin-antitoxin system RelE/ParE family toxin
NC_013968.1,WP_004043317.1,HVO_RS19530,HVO_C0062,333,61032,61364,-,protein_coding,hypothetical protein
NC_013967.1,WP_004045090.1,HVO_RS05000,HVO_0062,1839,61296,63134,-,protein_coding,ABC transporter substrate-binding protein
NC_013966.1,WP_013035195.1,HVO_RS02180,HVO_A0067,306,61404,61709,-,protein_coding,hypothetical protein
NC_013966.1,WP_049914869.1,HVO_RS02185,HVO_A0068,840,61712,62551,-,protein_coding,hypothetical protein
NC_013968.1,WP_004043318.1,HVO_RS19535,HVO_C0064,885,61727,62611,+,protein_coding,IS1595-like element ISHvo5 family transposase
NC_013964.1,WP_013034971.1,HVO_RS00245,HVO_B0051,2121,62067,64187,+,protein_coding,VWA domain-containing protein
NC_013968.1,NA,HVO_RS19540,HVO_C0065,680,62797,63476,+,pseudogene,IS6 family transposase
NC_013966.1,WP_236995450.1,HVO_RS02190,HVO_A0069,600,62930,63529,-,protein_coding,ribonuclease H-like domain-containing protein
NC_013967.1,WP_004045091.1,HVO_RS20790,HVO_0063,168,63370,63537,+,protein_coding,hypothetical protein
NC_013966.1,WP_004043365.1,HVO_RS02195,HVO_A0070,843,63533,64375,-,protein_coding,metallophosphoesterase
NC_013967.1,WP_004045093.1,HVO_RS05005,HVO_0064,420,63622,64041,+,protein_coding,DNA-binding protein
NC_013968.1,WP_144064066.1,HVO_RS19545,HVO_C0067,1179,63753,64931,-,protein_coding,FAD-dependent oxidoreductase
NC_013967.1,WP_004045095.1,HVO_RS05010,HVO_0065,3609,64044,67652,+,protein_coding,DNA polymerase II large subunit
NC_013964.1,WP_004041102.1,HVO_RS00250,HVO_B0052,1239,64223,65461,-,protein_coding,PQQ-binding-like beta-propeller repeat protein
NC_013966.1,WP_004043364.1,HVO_RS02200,HVO_A0071,687,64556,65242,+,protein_coding,SOS response-associated peptidase
NC_013966.1,WP_004043363.1,HVO_RS02205,HVO_A0072,1029,65261,66289,-,protein_coding,orc1/cdc6 family replication initiation protein
NC_013968.1,WP_013035688.1,HVO_RS19550,HVO_C0068,825,65353,66177,+,protein_coding,IS5-like element ISHvo4 family transposase
NC_013964.1,WP_004041101.1,HVO_RS00255,HVO_B0053,384,65466,65849,-,protein_coding,DUF3209 family protein
NC_013964.1,WP_004041100.1,HVO_RS00260,HVO_B0054,1221,65852,67072,-,protein_coding,CbiX/SirB N-terminal domain-containing protein
NC_013968.1,WP_013035678.1,HVO_RS19555,HVO_C0069,975,66399,67373,-,protein_coding,Gfo/Idh/MocA family oxidoreductase
NC_013966.1,WP_013035023.1,HVO_RS21175,HVO_A0073,249,66482,66730,-,protein_coding,hypothetical protein
NC_013966.1,WP_004043362.1,HVO_RS02210,HVO_A0074,3297,66855,70151,+,protein_coding,AAA family ATPase
NC_013964.1,WP_004041099.1,HVO_RS00265,HVO_B0055,678,67069,67746,-,protein_coding,hypothetical protein
NC_013968.1,WP_013035736.1,HVO_RS19560,HVO_C0070,1299,67448,68746,-,protein_coding,IS4-like element ISHvo13 family transposase
NC_013964.1,WP_004041098.1,HVO_RS00270,HVO_B0056,255,67743,67997,-,protein_coding,ferredoxin
NC_013967.1,WP_004045104.1,HVO_RS05015,HVO_0066,1263,67810,69072,-,protein_coding,PQQ-like beta-propeller repeat protein
NC_013964.1,WP_004041097.1,HVO_RS00275,HVO_B0057,1035,67999,69033,-,protein_coding,precorrin-3B C(17)-methyltransferase
NC_013968.1,WP_013035670.1,HVO_RS19565,HVO_C0071,1167,69009,70175,-,protein_coding,ISH3-like element ISH51 family transposase
NC_013964.1,WP_004041096.1,HVO_RS00280,HVO_B0058,885,69037,69921,-,protein_coding,SAM-dependent methyltransferase
NC_013967.1,WP_004065787.1,HVO_RS05020,HVO_0067,288,69249,69536,+,protein_coding,hypothetical protein
NC_013967.1,WP_004045108.1,HVO_RS05025,HVO_0068,897,69607,70503,+,protein_coding,ketopantoate reductase family protein
NC_013964.1,WP_004041095.1,HVO_RS00285,HVO_B0059,981,69918,70898,-,protein_coding,cobalt-precorrin 5A hydrolase
NC_013966.1,WP_004043361.1,HVO_RS02215,HVO_A0076,1365,70141,71505,+,protein_coding,hypothetical protein
NC_013968.1,WP_013035731.1,HVO_RS19570,HVO_C0072,894,70334,71227,-,protein_coding,ABC transporter permease
NC_013967.1,WP_004045110.1,HVO_RS05030,HVO_0069,1548,70535,72082,-,protein_coding,sulfatase
NC_013964.1,WP_004041094.1,HVO_RS00290,HVO_B0060,840,70891,71730,-,protein_coding,precorrin-4 C(11)-methyltransferase
NC_013968.1,WP_004045462.1,HVO_RS19575,HVO_C0073,966,71227,72192,-,protein_coding,ABC transporter permease
NC_013964.1,WP_004041093.1,HVO_RS00295,HVO_B0061,708,71727,72434,-,protein_coding,cobalt-factor II C(20)-methyltransferase
NC_013966.1,WP_013035080.1,HVO_RS02220,HVO_A0077,1353,71953,73305,-,protein_coding,IS4 family transposase
NC_013967.1,WP_004045112.1,HVO_RS05035,HVO_0070,378,72161,72538,-,protein_coding,NifU family protein
NC_013968.1,WP_013035693.1,HVO_RS19580,HVO_C0074,2073,72312,74384,+,protein_coding,ABC transporter ATP-binding protein
NC_013964.1,WP_004041092.1,HVO_RS00300,HVO_B0062,555,72431,72985,-,protein_coding,"precorrin-6Y C5,15-methyltransferase (decarboxylating) subunit CbiT"
NC_013967.1,WP_004045114.1,HVO_RS05040,HVO_0071,318,72583,72900,-,protein_coding,DUF5783 family protein
NC_013967.1,WP_004045116.1,HVO_RS05045,HVO_0072,222,73059,73280,-,protein_coding,hypothetical protein
NC_013964.1,WP_004041091.1,HVO_RS00305,HVO_B0063,186,73155,73340,+,protein_coding,CbtB domain-containing protein
NC_013964.1,WP_004041090.1,HVO_RS00310,HVO_B0064,837,73343,74179,+,protein_coding,CbtA family protein
NC_013966.1,WP_004043360.1,HVO_RS02225,HVO_A0078,2334,73368,75701,-,protein_coding,phospholipase D-like domain-containing protein
NC_013967.1,WP_004045118.1,HVO_RS05050,HVO_0074,831,73836,74666,+,protein_coding,polyphosphate kinase 2
NC_013964.1,WP_004041089.1,HVO_RS00315,HVO_B0065,342,74179,74520,+,protein_coding,(2Fe-2S) ferredoxin domain-containing protein
NC_013964.1,WP_004041088.1,HVO_RS00320,HVO_B0066,495,74645,75139,+,protein_coding,Lrp/AsnC family transcriptional regulator
NC_013967.1,WP_004045120.1,HVO_RS05055,HVO_0073,1431,74663,76093,-,protein_coding,DHH family phosphoesterase
NC_013968.1,WP_236995494.1,HVO_RS19585,HVO_C0075,1617,74734,76350,-,protein_coding,ABC transporter substrate-binding protein
NC_013964.1,WP_004041087.1,HVO_RS00325,HVO_B0067,1413,75207,76619,-,protein_coding,APC family permease
NC_013966.1,WP_004043359.1,HVO_RS02230,HVO_A0079,3267,75691,78957,-,protein_coding,N-6 DNA methylase
NC_013967.1,WP_004045122.1,HVO_RS05060,HVO_0075,1218,76230,77447,-,protein_coding,MFS transporter
NC_013968.1,WP_004971318.1,HVO_RS19590,HVO_C0076,780,76797,77576,-,protein_coding,IclR family transcriptional regulator
NC_013964.1,WP_004041086.1,HVO_RS00330,HVO_B0069,1380,76896,78275,-,protein_coding,NAD-dependent succinate-semialdehyde dehydrogenase
NC_013967.1,WP_004045125.1,HVO_RS05065,HVO_0076,744,77449,78192,-,protein_coding,uroporphyrinogen-III synthase
NC_013968.1,WP_013035730.1,HVO_RS19595,HVO_C0077,1164,77782,78945,+,protein_coding,N-methyl-L-tryptophan oxidase
NC_013967.1,WP_004045127.1,HVO_RS05070,HVO_0077,882,78189,79070,-,protein_coding,uroporphyrinogen-III C-methyltransferase
NC_013964.1,WP_004041085.1,HVO_RS00335,HVO_B0070,1311,78534,79844,+,protein_coding,aspartate aminotransferase family protein
NC_013966.1,WP_013035120.1,HVO_RS02235,HVO_A0080,1299,79038,80336,+,protein_coding,IS4-like element ISHvo12 family transposase
NC_013967.1,WP_004045129.1,HVO_RS05075,HVO_0078,1074,79072,80145,-,protein_coding,hydroxymethylbilane synthase
NC_013968.1,NA,HVO_RS20415,HVO_C0078,346,79132,79477,-,pseudogene,transposase
NC_013968.1,NA,HVO_RS19600,HVO_C0079,294,79485,79778,-,pseudogene,transposase
NC_013968.1,WP_013035722.1,HVO_RS19605,HVO_C0080,1104,79789,80892,-,protein_coding,IS630-like element ISHvo8 family transposase
NC_013964.1,WP_004041084.1,HVO_RS00340,HVO_B0071,1050,80012,81061,-,protein_coding,zinc-dependent alcohol dehydrogenase family protein
NC_013967.1,WP_004045132.1,HVO_RS05080,HVO_0079,390,80270,80659,+,protein_coding,hypothetical protein
NC_013966.1,WP_081442866.1,HVO_RS19770,NA,534,80314,80847,-,protein_coding,MFS transporter
NC_013967.1,WP_223173859.1,HVO_RS05085,HVO_0080,186,80783,80968,+,protein_coding,hypothetical protein
NC_013967.1,WP_004045135.1,HVO_RS05090,HVO_0081,1338,81002,82339,-,protein_coding,"glutamate-1-semialdehyde 2,1-aminomutase"
NC_013966.1,WP_013035082.1,HVO_RS02240,HVO_A0081,1167,81037,82203,-,protein_coding,ISH3 family transposase
NC_013964.1,WP_004041083.1,HVO_RS00345,HVO_B0072,672,81215,81886,-,protein_coding,helix-turn-helix domain-containing protein
NC_013968.1,WP_013035724.1,HVO_RS19610,HVO_C0081,555,81271,81825,-,protein_coding,hypothetical protein
NC_013964.1,WP_004041082.1,HVO_RS00350,HVO_B0073,531,81961,82491,-,protein_coding,Lrp/AsnC family transcriptional regulator
NC_013968.1,WP_236995495.1,HVO_RS21380,NA,321,82305,82625,+,protein_coding,hypothetical protein
NC_013966.1,WP_013035208.1,HVO_RS02245,HVO_A0082,768,82394,83161,-,protein_coding,IclR family transcriptional regulator
NC_013967.1,WP_004045137.1,HVO_RS05095,HVO_0082,708,82482,83189,-,protein_coding,CPBP family intramembrane metalloprotease
NC_013964.1,WP_004041081.1,HVO_RS00355,HVO_B0074,1116,82704,83819,-,protein_coding,DUF917 domain-containing protein
NC_013968.1,WP_013035704.1,HVO_RS19615,HVO_C0085,345,83320,83664,-,protein_coding,hypothetical protein
NC_013967.1,WP_004045139.1,HVO_RS21255,HVO_0083,372,83382,83753,-,protein_coding,P-II family nitrogen regulator
NC_013966.1,WP_004043357.1,HVO_RS02250,HVO_A0083,378,83529,83906,-,protein_coding,Rieske 2Fe-2S domain-containing protein
NC_013968.1,WP_013035711.1,HVO_RS19620,HVO_C0086,195,83661,83855,-,protein_coding,hypothetical protein
NC_013967.1,WP_013035275.1,HVO_RS05105,HVO_0084,1371,83757,85127,-,protein_coding,ammonium transporter
NC_013964.1,WP_004041080.1,HVO_RS00360,HVO_B0075,1089,83816,84904,-,protein_coding,DUF917 domain-containing protein
NC_013968.1,WP_013035691.1,HVO_RS19625,HVO_C0087,441,83852,84292,-,protein_coding,hypothetical protein
NC_013966.1,WP_004043356.1,HVO_RS02255,HVO_A0084,1014,83913,84926,-,protein_coding,amidohydrolase family protein
NC_013964.1,WP_004041079.1,HVO_RS00365,HVO_B0076,1545,84904,86448,-,protein_coding,hydantoinase/oxoprolinase family protein
NC_013966.1,WP_004043355.1,HVO_RS02260,HVO_A0085,1461,85338,86798,+,protein_coding,hypothetical protein
NC_013967.1,WP_004045143.1,HVO_RS05110,HVO_0085,360,85507,85866,-,protein_coding,P-II family nitrogen regulator
NC_013967.1,WP_004045146.1,HVO_RS05115,HVO_0086,1419,85863,87281,-,protein_coding,ammonium transporter
NC_013964.1,WP_004041078.1,HVO_RS00370,HVO_B0077,1092,86441,87532,-,protein_coding,DUF917 domain-containing protein
NC_013966.1,WP_004043354.1,HVO_RS02265,HVO_A0086,525,86868,87392,-,protein_coding,universal stress protein
NC_013966.1,WP_004043353.1,HVO_RS02270,HVO_A0087,870,87519,88388,-,protein_coding,fumarylacetoacetate hydrolase family protein
NC_013964.1,WP_004041077.1,HVO_RS00375,HVO_B0078,1071,87529,88599,-,protein_coding,ABC transporter ATP-binding protein
NC_013967.1,WP_004045148.1,HVO_RS05120,HVO_0087,984,87625,88608,-,protein_coding,porphobilinogen synthase
NC_013966.1,WP_004043352.1,HVO_RS02275,HVO_A0088,3075,88508,91582,-,protein_coding,FAD-binding and (Fe-S)-binding domain-containing protein
NC_013964.1,WP_004041076.1,HVO_RS00380,HVO_B0079,1113,88592,89704,-,protein_coding,ABC transporter ATP-binding protein
NC_013967.1,NA,HVO_RS05125,HVO_0088,513,88714,89226,+,pseudogene,VTT domain-containing protein
NC_013967.1,WP_004045157.1,HVO_RS20795,HVO_0090,165,89307,89471,-,protein_coding,hypothetical protein
NC_013967.1,WP_004045159.1,HVO_RS05130,HVO_0091,795,89547,90341,-,protein_coding,PHP domain-containing protein
NC_013964.1,WP_004041075.1,HVO_RS00385,HVO_B0080,900,89701,90600,-,protein_coding,ABC transporter permease
NC_013967.1,WP_004045161.1,HVO_RS05135,HVO_0092,285,90474,90758,+,protein_coding,hypothetical protein
NC_013964.1,WP_004041074.1,HVO_RS00390,HVO_B0081,1032,90597,91628,-,protein_coding,ABC transporter permease
NC_013967.1,WP_004045168.1,HVO_RS05140,HVO_0093,1008,90921,91928,-,protein_coding,DUF5784 family protein
NC_013966.1,WP_013035200.1,HVO_RS02280,HVO_A0089,180,91575,91754,-,protein_coding,hypothetical protein
NC_013964.1,WP_236995438.1,HVO_RS00395,HVO_B0082,1746,91625,93370,-,protein_coding,ABC transporter substrate-binding protein
NC_013966.1,WP_013035107.1,HVO_RS02285,HVO_A0090,1074,91874,92947,-,protein_coding,cupin domain-containing protein
NC_013967.1,WP_004045169.1,HVO_RS20800,HVO_0094,177,92094,92270,+,protein_coding,DUF5786 family protein
NC_013967.1,WP_004045170.1,HVO_RS05145,HVO_0095,696,92298,92993,-,protein_coding,hypothetical protein
NC_013966.1,WP_013035122.1,HVO_RS02290,HVO_A0091,1410,93074,94483,+,protein_coding,SLC13 family permease
NC_013967.1,WP_004045172.1,HVO_RS05150,HVO_0096,933,93097,94029,-,protein_coding,NAD(P)H-binding protein
NC_013964.1,WP_004041072.1,HVO_RS00400,HVO_B0083,870,94093,94962,+,protein_coding,SMP-30/gluconolactonase/LRE family protein
NC_013967.1,WP_004045175.1,HVO_RS05155,HVO_0097,885,94154,95038,-,protein_coding,hypothetical protein
NC_013966.1,WP_004043349.1,HVO_RS02295,HVO_A0092,1146,94975,96120,-,protein_coding,acyl-CoA dehydrogenase family protein
NC_013964.1,WP_004041071.1,HVO_RS00405,HVO_B0084,417,95047,95463,-,protein_coding,heme-binding protein
NC_013967.1,WP_004045177.1,HVO_RS05160,HVO_0098,204,95156,95359,+,protein_coding,hypothetical protein
NC_013967.1,WP_004045179.1,HVO_RS05165,HVO_0099,1911,95441,97351,+,protein_coding,ATP-dependent DNA helicase
NC_013964.1,WP_004041070.1,HVO_RS00410,HVO_B0085,1590,95639,97228,-,protein_coding,glycosyl hydrolase family 28 protein
NC_013966.1,WP_004043348.1,HVO_RS02300,HVO_A0093,741,96278,97018,+,protein_coding,IclR family transcriptional regulator
NC_013964.1,WP_013034978.1,HVO_RS00415,HVO_B0086,1428,97312,98739,+,protein_coding,sulfatase-like hydrolase/transferase
NC_013966.1,WP_004043347.1,HVO_RS02305,HVO_A0094,1455,97459,98913,+,protein_coding,hypothetical protein
NC_013967.1,WP_004045182.1,HVO_RS05170,HVO_0099A,195,97756,97950,+,protein_coding,UPF0175 family protein
NC_013967.1,WP_004045183.1,HVO_RS05175,HVO_0100,1128,98087,99214,-,protein_coding,60S ribosomal export protein NMD3
NC_013964.1,WP_004041068.1,HVO_RS00420,HVO_B0087,1131,98848,99978,+,protein_coding,enolase C-terminal domain-like protein
NC_013966.1,WP_013035227.1,HVO_RS02310,HVO_A0095,843,98970,99812,+,protein_coding,amidohydrolase family protein
NC_013967.1,WP_004045184.1,HVO_RS05180,HVO_0101,639,99292,99930,-,protein_coding,phosphoribosyltransferase family protein
NC_013966.1,WP_004043345.1,HVO_RS02315,HVO_A0096,1146,99946,101091,+,protein_coding,acyl-CoA dehydrogenase family protein
NC_013967.1,WP_004045186.1,HVO_RS05185,HVO_0102,882,100055,100936,+,protein_coding,zinc metalloprotease HtpX
NC_013964.1,WP_004041067.1,HVO_RS00425,HVO_B0088,219,100122,100340,-,protein_coding,hypothetical protein
NC_013964.1,WP_004041066.1,HVO_RS00430,HVO_B0089,1062,100521,101582,-,protein_coding,ABC transporter ATP-binding protein
NC_013967.1,WP_004045188.1,HVO_RS05190,HVO_0103,606,100943,101548,+,protein_coding,hypothetical protein
NC_013966.1,WP_013035133.1,HVO_RS02320,HVO_A0097,1953,101218,103170,+,protein_coding,3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein
NC_013964.1,WP_004041065.1,HVO_RS00435,HVO_B0090,1071,101579,102649,-,protein_coding,ABC transporter ATP-binding protein
NC_013967.1,WP_004045193.1,HVO_RS05195,HVO_0104,1032,101807,102838,+,protein_coding,DNA repair and recombination protein RadA
NC_013964.1,WP_004041064.1,HVO_RS00440,HVO_B0091,1023,102695,103717,-,protein_coding,ABC transporter permease
NC_013967.1,WP_004045195.1,HVO_RS05200,HVO_0105,1146,103089,104234,+,protein_coding,FAD/NAD(P)-binding oxidoreductase
NC_013966.1,WP_004043343.1,HVO_RS02325,HVO_A0097A,1632,103229,104860,+,protein_coding,long-chain fatty acid--CoA ligase
NC_013964.1,WP_013034964.1,HVO_RS00445,HVO_B0092,1005,103720,104724,-,protein_coding,ABC transporter permease
NC_013967.1,WP_004045197.1,HVO_RS05205,HVO_0106,414,104245,104658,+,protein_coding,DUF1641 domain-containing protein
NC_013967.1,WP_004045199.1,HVO_RS05210,HVO_0107,429,104705,105133,-,protein_coding,SUF system NifU family Fe-S cluster assembly protein
NC_013964.1,WP_004041062.1,HVO_RS00450,HVO_B0093,1800,104798,106597,-,protein_coding,ABC transporter substrate-binding protein
NC_013966.1,WP_236995452.1,HVO_RS02330,HVO_A0098,267,105124,105390,-,protein_coding,TFIIB-type zinc ribbon-containing protein
NC_013967.1,WP_004045201.1,HVO_RS05215,HVO_0108,588,105206,105793,-,protein_coding,mechanosensitive ion channel
NC_013966.1,WP_236995456.1,HVO_RS21180,NA,585,105533,106117,-,protein_coding,IS630 family transposase
NC_013967.1,WP_004045203.1,HVO_RS05220,HVO_0109,1275,105867,107141,-,protein_coding,bifunctional cysteine desulfurase/selenocysteine lyase SufS
NC_013966.1,WP_013035062.1,HVO_RS21185,NA,525,106009,106533,-,protein_coding,IS630 family transposase
NC_013964.1,WP_004041061.1,HVO_RS00455,HVO_B0094,222,106769,106990,-,protein_coding,hypothetical protein
NC_013966.1,WP_013035020.1,HVO_RS02345,HVO_A0101,186,106831,107016,+,protein_coding,hypothetical protein
NC_013966.1,WP_081442875.1,HVO_RS19780,HVO_A0102,408,107050,107457,-,protein_coding,SWIM zinc finger domain-containing protein
NC_013964.1,WP_004041060.1,HVO_RS00460,HVO_B0095,462,107105,107566,+,protein_coding,universal stress protein
NC_013967.1,WP_004045206.1,HVO_RS05225,HVO_0110,1047,107327,108373,+,protein_coding,PAS domain-containing sensor histidine kinase
NC_013966.1,WP_004043336.1,HVO_RS02355,HVO_A0104,930,107526,108455,-,protein_coding,hypothetical protein
NC_013964.1,WP_004041059.1,HVO_RS00465,HVO_B0096,840,107648,108487,-,protein_coding,NAD(P)-dependent oxidoreductase
NC_013967.1,WP_004045208.1,HVO_RS05230,HVO_0111,303,108419,108721,-,protein_coding,DUF424 family protein
NC_013966.1,WP_004043335.1,HVO_RS21190,HVO_A0105,339,108529,108867,-,protein_coding,hypothetical protein
NC_013964.1,WP_004041058.1,HVO_RS00470,HVO_B0097,939,108695,109633,+,protein_coding,dihydrodipicolinate synthase family protein
NC_013967.1,WP_004045209.1,HVO_RS05235,HVO_0112,741,108722,109462,-,protein_coding,tetratricopeptide repeat protein
NC_013966.1,WP_004043334.1,HVO_RS02365,HVO_A0106,396,108954,109349,-,protein_coding,hypothetical protein
NC_013966.1,WP_004043333.1,HVO_RS02370,HVO_A0107,243,109523,109765,-,protein_coding,hypothetical protein
NC_013967.1,WP_004045211.1,HVO_RS05240,HVO_0113,618,109554,110171,+,protein_coding,histidine phosphatase family protein
NC_013966.1,WP_013035224.1,HVO_RS02375,HVO_A0108,492,109784,110275,-,protein_coding,hypothetical protein
NC_013967.1,WP_004045212.1,HVO_RS05245,HVO_0114,555,110198,110752,+,protein_coding,"RNA 2',3'-cyclic phosphodiesterase"
NC_013964.1,WP_004041057.1,HVO_RS00475,HVO_B0098,1035,110277,111311,+,protein_coding,SGNH/GDSL hydrolase family protein
NC_013967.1,WP_004045214.1,HVO_RS05250,HVO_0115,153,110903,111055,+,protein_coding,50S ribosomal protein L39e
NC_013966.1,WP_013035157.1,HVO_RS02380,HVO_A0110,1167,110914,112080,-,protein_coding,ISH3-like element ISH51 family transposase
NC_013967.1,WP_004045216.1,HVO_RS05255,HVO_0116,279,111059,111337,+,protein_coding,50S ribosomal protein L31e
NC_013967.1,WP_004045218.1,HVO_RS05260,HVO_0117,666,111341,112006,+,protein_coding,translation initiation factor IF-6
NC_013964.1,WP_004041056.1,HVO_RS00480,HVO_B0099,909,111410,112318,+,protein_coding,AEC family transporter
NC_013967.1,WP_004045220.1,HVO_RS05265,HVO_0118,177,112088,112264,+,protein_coding,50S ribosomal protein L18Ae
NC_013967.1,WP_004045222.1,HVO_RS05270,HVO_0119,471,112264,112734,+,protein_coding,prefoldin subunit alpha
